Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,16.100000381469727,16.200000762939453,15.850000381469727,16.049999237060547,15.729499816894531,2787412
2023-01-04,16.049999237060547,16.149999618530273,15.899999618530273,15.949999809265137,15.631497383117676,1837822
2023-01-05,16.049999237060547,16.149999618530273,15.899999618530273,15.949999809265137,15.631497383117676,1446969
2023-01-06,15.949999809265137,16.0,15.75,15.899999618530273,15.58249568939209,1815242
2023-01-09,16.049999237060547,16.149999618530273,15.899999618530273,16.0,15.680499076843262,3199638
2023-01-10,16.100000381469727,16.200000762939453,15.899999618530273,15.949999809265137,15.631497383117676,2324221
2023-01-11,16.0,16.149999618530273,15.899999618530273,15.899999618530273,15.58249568939209,1951150
2023-01-12,16.100000381469727,16.399999618530273,15.949999809265137,16.0,15.680499076843262,5409805
2023-01-13,16.0,16.149999618530273,15.899999618530273,15.949999809265137,15.631497383117676,1951826
2023-01-16,16.100000381469727,16.200000762939453,15.899999618530273,15.899999618530273,15.58249568939209,2562732
2023-01-17,16.049999237060547,16.100000381469727,15.899999618530273,16.049999237060547,15.729499816894531,2163503
2023-01-30,16.600000381469727,16.799999237060547,16.200000762939453,16.75,16.4155216217041,8433440
2023-01-31,16.850000381469727,17.25,16.799999237060547,17.100000381469727,16.758533477783203,11383724
2023-02-01,17.200000762939453,17.549999237060547,17.049999237060547,17.149999618530273,16.80753517150879,10256156
2023-02-02,17.25,17.399999618530273,17.049999237060547,17.350000381469727,17.003541946411133,7482857
2023-02-03,17.350000381469727,17.350000381469727,17.100000381469727,17.149999618530273,16.80753517150879,4091822
2023-02-06,17.100000381469727,17.399999618530273,17.049999237060547,17.200000762939453,16.856536865234375,2718349
2023-02-07,17.200000762939453,17.299999237060547,17.049999237060547,17.25,16.90553855895996,3137208
2023-02-08,17.350000381469727,17.350000381469727,17.100000381469727,17.200000762939453,16.856536865234375,2473943
2023-02-09,17.200000762939453,17.299999237060547,17.100000381469727,17.100000381469727,16.758533477783203,1707050
2023-02-10,17.299999237060547,17.299999237060547,16.75,16.75,16.4155216217041,3850852
2023-02-13,16.700000762939453,16.850000381469727,16.5,16.75,16.4155216217041,2228343
2023-02-14,16.850000381469727,16.899999618530273,16.649999618530273,16.700000762939453,16.36652183532715,1389988
2023-02-15,16.850000381469727,16.850000381469727,16.600000381469727,16.600000381469727,16.268518447875977,1399350
2023-02-16,16.75,17.0,16.75,16.950000762939453,16.611530303955078,2324358
2023-02-17,16.950000762939453,17.049999237060547,16.899999618530273,16.950000762939453,16.611530303955078,1199465
2023-02-20,17.0,17.100000381469727,16.899999618530273,17.049999237060547,16.709531784057617,1512575
2023-02-21,17.299999237060547,17.450000762939453,17.149999618530273,17.200000762939453,16.856536865234375,3314269
2023-02-22,17.200000762939453,17.200000762939453,16.950000762939453,17.200000762939453,16.856536865234375,2192197
2023-02-23,17.399999618530273,17.700000762939453,17.399999618530273,17.450000762939453,17.101545333862305,6635260
2023-02-24,17.700000762939453,17.700000762939453,17.299999237060547,17.299999237060547,16.954538345336914,2619739
2023-03-01,17.299999237060547,17.299999237060547,16.850000381469727,16.950000762939453,16.611530303955078,3694727
